[NODES]
0 0.0 0.0
1 2.0 0.0
2 4.0 0.0
3 6.0 0.0
4 8.0 0.0
5 10.0 0.0
6 12.0 0.0
7 14.0 0.0
8 16.0 0.0
9 18.0 0.0
10 20.0 0.0
11 22.0 0.0
12 24.0 0.0
13 26.0 0.0
14 28.0 0.0
15 30.0 0.0
16 32.0 0.0
17 34.0 0.0
18 36.0 0.0
19 38.0 0.0
20 40.0 0.0
21 0.0 2.0
22 2.0 2.0
23 4.0 2.0
24 6.0 2.0
25 8.0 2.0
26 10.0 2.0
27 12.0 2.0
28 14.0 2.0
29 16.0 2.0
30 18.0 2.0
31 20.0 2.0
32 22.0 2.0
33 24.0 2.0
34 26.0 2.0
35 28.0 2.0
36 30.0 2.0
37 32.0 2.0
38 34.0 2.0
39 36.0 2.0
40 38.0 2.0
41 40.0 2.0
42 0.0 4.0
43 2.0 4.0
44 4.0 4.0
45 6.0 4.0
46 8.0 4.0
47 10.0 4.0
48 12.0 4.0
49 14.0 4.0
50 16.0 4.0
51 18.0 4.0
52 20.0 4.0
53 22.0 4.0
54 24.0 4.0
55 26.0 4.0
56 28.0 4.0
57 30.0 4.0
58 32.0 4.0
59 34.0 4.0
60 36.0 4.0
61 38.0 4.0
62 40.0 4.0
63 0.0 6.0
64 2.0 6.0
65 4.0 6.0
66 6.0 6.0
67 8.0 6.0
68 10.0 6.0
69 12.0 6.0
70 14.0 6.0
71 16.0 6.0
72 18.0 6.0
73 20.0 6.0
74 22.0 6.0
75 24.0 6.0
76 26.0 6.0
77 28.0 6.0
78 30.0 6.0
79 32.0 6.0
80 34.0 6.0
81 36.0 6.0
82 38.0 6.0
83 40.0 6.0
84 0.0 8.0
85 2.0 8.0
86 4.0 8.0
87 6.0 8.0
88 8.0 8.0
89 10.0 8.0
90 12.0 8.0
91 14.0 8.0
92 16.0 8.0
93 18.0 8.0
94 20.0 8.0
95 22.0 8.0
96 24.0 8.0
97 26.0 8.0
98 28.0 8.0
99 30.0 8.0
100 32.0 8.0
101 34.0 8.0
102 36.0 8.0
103 38.0 8.0
104 40.0 8.0
105 0.0 10.0
106 2.0 10.0
107 4.0 10.0
108 6.0 10.0
109 8.0 10.0
110 10.0 10.0
111 12.0 10.0
112 14.0 10.0
113 16.0 10.0
114 18.0 10.0
115 20.0 10.0
116 22.0 10.0
117 24.0 10.0
118 26.0 10.0
119 28.0 10.0
120 30.0 10.0
121 32.0 10.0
122 34.0 10.0
123 36.0 10.0
124 38.0 10.0
125 40.0 10.0

[ELEMENTS]
0 0 1 22 1
1 0 22 21 1
2 1 2 23 1
3 1 23 22 1
4 2 3 24 1
5 2 24 23 1
6 3 4 25 1
7 3 25 24 1
8 4 5 26 1
9 4 26 25 1
10 5 6 27 1
11 5 27 26 1
12 6 7 28 2
13 6 28 27 2
14 7 8 29 2
15 7 29 28 2
16 8 9 30 2
17 8 30 29 2
18 9 10 31 2
19 9 31 30 2
20 10 11 32 2
21 10 32 31 2
22 11 12 33 2
23 11 33 32 2
24 12 13 34 2
25 12 34 33 2
26 13 14 35 2
27 13 35 34 2
28 14 15 36 2
29 14 36 35 2
30 21 22 43 1
31 21 43 42 1
32 22 23 44 1
33 22 44 43 1
34 23 24 45 1
35 23 45 44 1
36 24 25 46 1
37 24 46 45 1
38 25 26 47 1
39 25 47 46 1
40 26 27 48 1
41 26 48 47 1
42 27 28 49 2
43 27 49 48 2
44 28 29 50 2
45 28 50 49 2
46 29 30 51 2
47 29 51 50 2
48 30 31 52 2
49 30 52 51 2
50 31 32 53 2
51 31 53 52 2
52 32 33 54 2
53 32 54 53 2
54 33 34 55 2
55 33 55 54 2
56 34 35 56 2
57 34 56 55 2
58 35 36 57 2
59 35 57 56 2
60 42 43 64 1
61 42 64 63 1
62 43 44 65 1
63 43 65 64 1
64 44 45 66 1
65 44 66 65 1
66 45 46 67 1
67 45 67 66 1
68 46 47 68 1
69 46 68 67 1
70 47 48 69 1
71 47 69 68 1
72 48 49 70 2
73 48 70 69 2
74 49 50 71 2
75 49 71 70 2
76 50 51 72 2
77 50 72 71 2
78 51 52 73 2
79 51 73 72 2
80 52 53 74 2
81 52 74 73 2
82 53 54 75 2
83 53 75 74 2
84 54 55 76 2
85 54 76 75 2
86 55 56 77 2
87 55 77 76 2
88 56 57 78 2
89 56 78 77 2
90 63 64 85 1
91 63 85 84 1
92 64 65 86 1
93 64 86 85 1
94 65 66 87 1
95 65 87 86 1
96 66 67 88 1
97 66 88 87 1
98 67 68 89 1
99 67 89 88 1
100 68 69 90 1
101 68 90 89 1
102 69 70 91 2
103 69 91 90 2
104 70 71 92 2
105 70 92 91 2
106 71 72 93 2
107 71 93 92 2
108 72 73 94 2
